ignore,description
1-S41.01*,1-Laceration without foreign body of shoulder
1-S41.02*,1-Laceration with foreign body of shoulder
1-S41.03*,1-Puncture wound without foreign body of shoulder
1-S41.04*,1-Puncture wound with foreign body of shoulder
1-S41.05*,1-Open bite of shoulder
1-S41.10*,1-Unspecified open wound of upper arm
1-S41.11*,1-Laceration without foreign body of upper arm
1-S41.12*,1-Laceration with foreign body of upper arm
1-S41.13*,1-Puncture wound without foreign body of upper arm
1-S41.14*,1-Puncture wound with foreign body of upper arm
1-S41.15*,1-Open bite of upper arm
1-S42.00*,1-Fracture of unspecified part of clavicle
1-S42.01*,1-Fracture of sternal end of clavicle
1-S42.02*,1-Fracture of shaft of clavicle
1-S42.03*,1-Fracture of lateral end of clavicle
1-S42.10*,1-Fracture of unspecified part of scapula
1-S42.11*,1-Fracture of body of scapula
1-S42.12*,1-Fracture of acromial process
1-S42.13*,1-Fracture of coracoid process
1-S42.14*,1-Fracture of glenoid cavity of scapula
1-S42.15*,1-Fracture of neck of scapula
1-S42.19*,1-Fracture of other part of scapula
1-S42.20*,1-Unspecified fracture of upper end of humerus
1-S42.21*,1-Unspecified fracture of surgical neck of humerus
1-S42.22*,1-2-part fracture of surgical neck of humerus
1-S42.23*,1-3-part fracture of surgical neck of humerus
1-S42.24*,1-4-part fracture of surgical neck of humerus
1-S42.25*,1-Fracture of greater tuberosity of humerus
1-S42.26*,1-Fracture of lesser tuberosity of humerus
1-S42.27*,1-Torus fracture of upper end of humerus
1-S42.29*,1-Other fracture of upper end of humerus
1-S42.30*,1-Unspecified fracture of shaft of humerus
1-S42.31*,1-Greenstick fracture of shaft of humerus
1-S42.32*,1-Transverse fracture of shaft of humerus
1-S42.33*,1-Oblique fracture of shaft of humerus
1-S42.34*,1-Spiral fracture of shaft of humerus
1-S42.35*,1-Comminuted fracture of shaft of humerus
1-S42.36*,1-Segmental fracture of shaft of humerus
1-S42.39*,1-Other fracture of shaft of humerus
1-S42.40*,1-Unspecified fracture of lower end of humerus
1-S42.41*,1-Simple supracondylar fracture without intercondylar fracture of humerus
1-S42.42*,1-Comminuted supracondylar fracture without intercondylar fracture of humerus
1-S42.43*,1-Fracture (avulsion) of lateral epicondyle of humerus
1-S42.44*,1-Fracture (avulsion) of medial epicondyle of humerus
1-S42.45*,1-Fracture of lateral condyle of humerus
1-S42.46*,1-Fracture of medial condyle of humerus
1-S42.47*,1-Transcondylar fracture of humerus
1-S42.48*,1-Torus fracture of lower end of humerus
1-S42.49*,1-Other fracture of lower end of humerus
1-S42.9*,"1-Fracture of shoulder girdle, part unspecified"
1-S43.00*,1-Unspecified subluxation and dislocation of shoulder joint
1-S43.01*,1-Anterior subluxation and dislocation of humerus
1-S43.02*,1-Posterior subluxation and dislocation of humerus
1-S43.03*,1-Inferior subluxation and dislocation of humerus
1-S43.08*,1-Other subluxation and dislocation of shoulder joint
1-S43.10*,1-Unspecified dislocation of acromioclavicular joint
1-S43.11*,1-Subluxation of acromioclavicular joint
1-S43.12*,"1-Dislocation of acromioclavicular joint, 100%-200% displacement"
1-S43.13*,"1-Dislocation of acromioclavicular joint, greater than 200% displacement"
1-S43.14*,1-Inferior dislocation of acromioclavicular joint
1-S43.15*,1-Posterior dislocation of acromioclavicular joint
1-S43.20*,1-Unspecified subluxation and dislocation of sternoclavicular joint
1-S43.21*,1-Anterior subluxation and dislocation of sternoclavicular joint
1-S43.22*,1-Posterior subluxation and dislocation of sternoclavicular joint
1-S43.30*,1-Subluxation and dislocation of unspecified parts of shoulder girdle
1-S43.31*,1-Subluxation and dislocation of scapula
1-S43.39*,1-Subluxation and dislocation of other parts of shoulder girdle
1-S43.40*,1-Unspecified sprain of shoulder joint
1-S43.41*,1-Sprain of coracohumeral (ligament)
1-S43.42*,1-Sprain of rotator cuff capsule
1-S43.43*,1-Superior glenoid labrum lesion
1-S43.49*,1-Other sprain of shoulder joint
1-S43.5*,1-Sprain of acromioclavicular joint
1-S43.6*,1-Sprain of sternoclavicular joint
1-S43.8*,1-Sprain of other specified parts of shoulder girdle
1-S43.9*,1-Sprain of unspecified parts of shoulder girdle
1-S44.0*,1-Injury of ulnar nerve at upper arm level
1-S44.1*,1-Injury of median nerve at upper arm level
1-S44.2*,1-Injury of radial nerve at upper arm level
1-S44.3*,1-Injury of axillary nerve
1-S44.4*,1-Injury of musculocutaneous nerve
1-S44.5*,1-Injury of cutaneous sensory nerve at shoulder and upper arm level
1-S44.8X*,1-Injury of other nerves at shoulder and upper arm level
1-S44.9*,1-Injury of unspecified nerve at shoulder and upper arm level
1-S45.00*,1-Unspecified injury of axillary artery
1-S45.01*,1-Laceration of axillary artery
1-S45.09*,1-Other specified injury of axillary artery
1-S45.10*,1-Unspecified injury of brachial artery
1-S45.11*,1-Laceration of brachial artery
1-S45.19*,1-Other specified injury of brachial artery
1-S45.20*,1-Unspecified injury of axillary or brachial vein
1-S45.21*,1-Laceration of axillary or brachial vein
1-S45.29*,1-Other specified injury of axillary or brachial vein
1-S45.30*,1-Unspecified injury of superficial vein at shoulder and upper arm level
1-S45.31*,1-Laceration of superficial vein at shoulder and upper arm level
1-S45.39*,1-Other specified injury of superficial vein at shoulder and upper arm level
1-S45.80*,1-Unspecified injury of other specified blood vessels at shoulder and upper arm level
1-S45.81*,1-Laceration of other specified blood vessels at shoulder and upper arm level
1-S45.89*,1-Other specified injury of other specified blood vessels at shoulder and upper arm level
1-S45.90*,1-Unspecified injury of unspecified blood vessel at shoulder and upper arm level
1-S45.91*,1-Laceration of unspecified blood vessel at shoulder and upper arm level
1-S45.99*,1-Other specified injury of unspecified blood vessel at shoulder and upper arm level
1-S46.00*,1-Unspecified injury of muscle(s) and tendon(s) of the rotator cuff of shoulder
1-S46.01*,1-Strain of muscle(s) and tendon(s) of the rotator cuff of shoulder
1-S46.02*,1-Laceration of muscle(s) and tendon(s) of the rotator cuff of shoulder
1-S46.09*,1-Other injury of muscle(s) and tendon(s) of the rotator cuff of shoulder
1-S46.10*,"1-Unspecified injury of muscle, fascia and tendon of long head of biceps"
1-S46.11*,"1-Strain of muscle, fascia and tendon of long head of biceps"
1-S46.12*,"1-Laceration of muscle, fascia and tendon of long head of biceps"
1-S46.19*,"1-Other injury of muscle, fascia and tendon of long head of biceps"
1-S46.20*,"1-Unspecified injury of muscle, fascia and tendon of other parts of biceps"
1-S46.21*,"1-Strain of muscle, fascia and tendon of other parts of biceps"
1-S46.22*,"1-Laceration of muscle, fascia and tendon of other parts of biceps"
1-S46.29*,"1-Other injury of muscle, fascia and tendon of other parts of biceps"
1-S46.30*,"1-Unspecified injury of muscle, fascia and tendon of triceps"
1-S46.31*,"1-Strain of muscle, fascia and tendon of triceps"
1-S46.32*,"1-Laceration of muscle, fascia and tendon of triceps"
1-S46.39*,"1-Other injury of muscle, fascia and tendon of triceps"
1-S46.80*,"1-Unspecified injury of other muscles, fascia and tendons at shoulder and upper arm level"
1-S46.81*,"1-Strain of other muscles, fascia and tendons at shoulder and upper arm level"
1-S46.82*,"1-Laceration of other muscles, fascia and tendons at shoulder and upper arm level"
1-S46.89*,"1-Other injury of other muscles, fascia and tendons at shoulder and upper arm level"
1-S46.90*,"1-Unspecified injury of unspecified muscle, fascia and tendon at shoulder and upper arm level"
1-S46.91*,"1-Strain of unspecified muscle, fascia and tendon at shoulder and upper arm level"
1-S46.92*,"1-Laceration of unspecified muscle, fascia and tendon at shoulder and upper arm level"
1-S46.99*,"1-Other injury of unspecified muscle, fascia and tendon at shoulder and upper arm level"
1-S47*,1-Crushing injury of shoulder and upper arm
1-S48.01*,1-Complete traumatic amputation at shoulder joint
1-S48.02*,1-Partial traumatic amputation at shoulder joint
1-S48.11*,1-Complete traumatic amputation at level between shoulder and elbow
1-S48.12*,1-Partial traumatic amputation at level between shoulder and elbow
1-S48.91*,"1-Complete traumatic amputation of shoulder and upper arm, level unspecified"
1-S48.92*,"1-Partial traumatic amputation of shoulder and upper arm, level unspecified"
1-S49.00*,1-Unspecified physeal fracture of upper end of humerus
1-S49.01*,1-Salter-Harris Type I physeal fracture of upper end of humerus
1-S49.02*,1-Salter-Harris Type II physeal fracture of upper end of humerus
1-S49.03*,1-Salter-Harris Type III physeal fracture of upper end of humerus
1-S49.04*,1-Salter-Harris Type IV physeal fracture of upper end of humerus
1-S49.09*,1-Other physeal fracture of upper end of humerus
1-S49.10*,1-Unspecified physeal fracture of lower end of humerus
1-S49.11*,1-Salter-Harris Type I physeal fracture of lower end of humerus
1-S49.12*,1-Salter-Harris Type II physeal fracture of lower end of humerus
1-S49.13*,1-Salter-Harris Type III physeal fracture of lower end of humerus
1-S49.14*,1-Salter-Harris Type IV physeal fracture of lower end of humerus
1-S49.19*,1-Other physeal fracture of lower end of humerus
1-S49.8*,1-Other specified injuries of shoulder and upper arm
1-S49.9*,1-Unspecified injury of shoulder and upper arm
1-S50.0*,1-Contusion of elbow
1-S50.1*,1-Contusion of forearm
1-S50.31*,1-Abrasion of elbow
1-S50.32*,1-Blister (nonthermal) of elbow
1-S50.34*,1-External constriction of elbow
1-S50.35*,1-Superficial foreign body of elbow
1-S50.36*,1-Insect bite (nonvenomous) of elbow
1-S50.37*,1-Other superficial bite of elbow
1-S50.81*,1-Abrasion of forearm
1-S50.82*,1-Blister (nonthermal) of forearm
1-S50.84*,1-External constriction of forearm
1-S50.85*,1-Superficial foreign body of forearm
1-S50.86*,1-Insect bite (nonvenomous) of forearm
1-S50.87*,1-Other superficial bite of forearm
1-S50.90*,1-Unspecified superficial injury of elbow
1-S50.91*,1-Unspecified superficial injury of forearm
1-S51.00*,1-Unspecified open wound of elbow
1-S51.01*,1-Laceration without foreign body of elbow
1-S51.02*,1-Laceration with foreign body of elbow
1-S51.03*,1-Puncture wound without foreign body of elbow
1-S51.04*,1-Puncture wound with foreign body of elbow
1-S51.05*,1-Open bite of elbow
1-S51.80*,1-Unspecified open wound of forearm
1-S51.81*,1-Laceration without foreign body of forearm
1-S51.82*,1-Laceration with foreign body of forearm
1-S51.83*,1-Puncture wound without foreign body of forearm
1-S51.84*,1-Puncture wound with foreign body of forearm
1-S51.85*,1-Open bite of forearm
1-S52.00*,1-Unspecified fracture of upper end of ulna
1-S52.01*,1-Torus fracture of upper end of ulna
1-S52.02*,1-Fracture of olecranon process without intraarticular extension of ulna
1-S52.03*,1-Fracture of olecranon process with intraarticular extension of ulna
1-S52.04*,1-Fracture of coronoid process of ulna
1-S52.09*,1-Other fracture of upper end of ulna
1-S52.10*,1-Unspecified fracture of upper end of radius
1-S52.11*,1-Torus fracture of upper end of radius
1-S52.12*,1-Fracture of head of radius
1-S52.13*,1-Fracture of neck of radius
1-S52.18*,1-Other fracture of upper end of radius
1-S52.20*,1-Unspecified fracture of shaft of ulna
1-S52.21*,1-Greenstick fracture of shaft of ulna
1-S52.22*,1-Transverse fracture of shaft of ulna
1-S52.23*,1-Oblique fracture of shaft of ulna
1-S52.24*,1-Spiral fracture of shaft of ulna
1-S52.25*,1-Comminuted fracture of shaft of ulna
1-S52.26*,1-Segmental fracture of shaft of ulna
1-S52.27*,1-Monteggia's fracture of ulna
1-S52.28*,1-Bent bone of ulna
1-S52.29*,1-Other fracture of shaft of ulna
1-S52.30*,1-Unspecified fracture of shaft of radius
1-S52.31*,1-Greenstick fracture of shaft of radius
1-S52.32*,1-Transverse fracture of shaft of radius
1-S52.33*,1-Oblique fracture of shaft of radius
1-S52.34*,1-Spiral fracture of shaft of radius
1-S52.35*,1-Comminuted fracture of shaft of radius
1-S52.36*,1-Segmental fracture of shaft of radius
1-S52.37*,1-Galeazzi's fracture
1-S52.38*,1-Bent bone of radius
1-S52.39*,1-Other fracture of shaft of radius
1-S52.50*,1-Unspecified fracture of the lower end of radius
1-S52.51*,1-Fracture of radial styloid process
1-S52.52*,1-Torus fracture of lower end of radius
1-S52.53*,1-Colles' fracture
1-S52.54*,1-Smith's fracture
1-S52.55*,1-Other extraarticular fracture of lower end of radius
1-S52.56*,1-Barton's fracture
1-S52.57*,1-Other intraarticular fracture of lower end of radius
1-S52.59*,1-Other fractures of lower end of radius
1-S52.60*,1-Unspecified fracture of lower end of ulna
1-S52.61*,1-Fracture of ulna styloid process
1-S52.62*,1-Torus fracture of lower end of ulna
1-S52.69*,1-Other fracture of lower end of ulna
1-S52.9*,1-Unspecified fracture of forearm
1-S53.00*,1-Unspecified subluxation and dislocation of radial head
1-S53.01*,1-Anterior subluxation and dislocation of radial head
1-S53.02*,1-Posterior subluxation and dislocation of radial head
1-S53.03*,1-Nursemaid's elbow
1-S53.09*,1-Other subluxation and dislocation of radial head
1-S53.10*,1-Unspecified subluxation and dislocation of ulnohumeral joint
1-S53.11*,1-Anterior subluxation and dislocation of ulnohumeral joint
1-S53.12*,1-Posterior subluxation and dislocation of ulnohumeral joint
1-S53.13*,1-Medial subluxation and dislocation of ulnohumeral joint
1-S53.14*,1-Lateral subluxation and dislocation of ulnohumeral joint
1-S53.19*,1-Other subluxation and dislocation of ulnohumeral joint
1-S53.2*,1-Traumatic rupture of radial collateral ligament
1-S53.3*,1-Traumatic rupture of ulnar collateral ligament
1-S53.40*,1-Unspecified sprain of elbow
1-S53.41*,1-Radiohumeral (joint) sprain
1-S53.42*,1-Ulnohumeral (joint) sprain
1-S53.43*,1-Radial collateral ligament sprain
1-S53.44*,1-Ulnar collateral ligament sprain
1-S53.49*,1-Other sprain of elbow
1-S54.0*,1-Injury of ulnar nerve at forearm level
1-S54.1*,1-Injury of median nerve at forearm level
1-S54.2*,1-Injury of radial nerve at forearm level
1-S54.3*,1-Injury of cutaneous sensory nerve at forearm level
1-S54.8X*,1-Injury of other nerves at forearm level
1-S54.9*,1-Injury of unspecified nerve at forearm level
1-S55.00*,1-Unspecified injury of ulnar artery at forearm level
1-S55.01*,1-Laceration of ulnar artery at forearm level
1-S55.09*,1-Other specified injury of ulnar artery at forearm level
1-S55.10*,1-Unspecified injury of radial artery at forearm level
1-S55.11*,1-Laceration of radial artery at forearm level
1-S55.19*,1-Other specified injury of radial artery at forearm level
1-S55.20*,1-Unspecified injury of vein at forearm level
1-S55.21*,1-Laceration of vein at forearm level
1-S55.29*,1-Other specified injury of vein at forearm level
1-S55.80*,1-Unspecified injury of other blood vessels at forearm level
1-S55.81*,1-Laceration of other blood vessels at forearm level
1-S55.89*,1-Other specified injury of other blood vessels at forearm level
1-S55.90*,1-Unspecified injury of unspecified blood vessel at forearm level
1-S55.91*,1-Laceration of unspecified blood vessel at forearm level
1-S55.99*,1-Other specified injury of unspecified blood vessel at forearm level
1-S56.00*,"1-Unspecified injury of flexor muscle, fascia and tendon of thumb at forearm level"
1-S56.01*,"1-Strain of flexor muscle, fascia and tendon of thumb at forearm level"
1-S56.02*,"1-Laceration of flexor muscle, fascia and tendon of thumb at forearm level"
