Name	Name1	Desc	Level1	Level2	Level3	Level4	Level5	Level6	Level7	Level8	V1	added
M80.0AXA	M800AXA	Age-related osteoporosis with current pathological fracture, other site, initial encounter for fracture	Root	M00-M99	M80-M85	M80	M80.0	M80.0A	M80.0A	M80.0AXA	M800AXA Age-related osteoporosis with current pathological fracture, other site, initial encounter for fracture	1
M80.0AXD	M800AXD	Age-related osteoporosis with current pathological fracture, other site, subsequent encounter for fracture with routine healing	Root	M00-M99	M80-M85	M80	M80.0	M80.0A	M80.0A	M80.0AXD	M800AXD Age-related osteoporosis with current pathological fracture, other site, subsequent encounter for fracture with routine healing	1
M80.0AXG	M800AXG	Age-related osteoporosis with current pathological fracture, other site, subsequent encounter for fracture with delayed healing	Root	M00-M99	M80-M85	M80	M80.0	M80.0A	M80.0A	M80.0AXG	M800AXG Age-related osteoporosis with current pathological fracture, other site, subsequent encounter for fracture with delayed healing	1
M80.0AXK	M800AXK	Age-related osteoporosis with current pathological fracture, other site, subsequent encounter for fracture with nonunion	Root	M00-M99	M80-M85	M80	M80.0	M80.0A	M80.0A	M80.0AXK	M800AXK Age-related osteoporosis with current pathological fracture, other site, subsequent encounter for fracture with nonunion	1
M80.0AXP	M800AXP	Age-related osteoporosis with current pathological fracture, other site, subsequent encounter for fracture with malunion	Root	M00-M99	M80-M85	M80	M80.0	M80.0A	M80.0A	M80.0AXP	M800AXP Age-related osteoporosis with current pathological fracture, other site, subsequent encounter for fracture with malunion	1
M80.0AXS	M800AXS	Age-related osteoporosis with current pathological fracture, other site, sequela	Root	M00-M99	M80-M85	M80	M80.0	M80.0A	M80.0A	M80.0AXS	M800AXS Age-related osteoporosis with current pathological fracture, other site, sequela	1
M80.0B	M800B	Age-related osteoporosis with current pathological fracture, pelvis	Root	M00-M99	M80-M85	M80	M80.0	M80.0B			NA	0
M80.0B1	M800B1	Age-related osteoporosis with current pathological fracture, right pelvis	Root	M00-M99	M80-M85	M80	M80.0	M80.0B	M80.0B1		NA	0
M80.0B1A	M800B1A	Age-related osteoporosis with current pathological fracture, right pelvis, initial encounter for fracture	Root	M00-M99	M80-M85	M80	M80.0	M80.0B	M80.0B1	M80.0B1A	M800B1A Age-related osteoporosis with current pathological fracture, right pelvis, initial encounter for fracture	1
M80.0B1D	M800B1D	Age-related osteoporosis with current pathological fracture, right pelvis, subsequent encounter for fracture with routine healing	Root	M00-M99	M80-M85	M80	M80.0	M80.0B	M80.0B1	M80.0B1D	M800B1D Age-related osteoporosis with current pathological fracture, right pelvis, subsequent encounter for fracture with routine healing	1
M80.0B1G	M800B1G	Age-related osteoporosis with current pathological fracture, right pelvis, subsequent encounter for fracture with delayed healing	Root	M00-M99	M80-M85	M80	M80.0	M80.0B	M80.0B1	M80.0B1G	M800B1G Age-related osteoporosis with current pathological fracture, right pelvis, subsequent encounter for fracture with delayed healing	1
M80.0B1K	M800B1K	Age-related osteoporosis with current pathological fracture, right pelvis, subsequent encounter for fracture with nonunion	Root	M00-M99	M80-M85	M80	M80.0	M80.0B	M80.0B1	M80.0B1K	M800B1K Age-related osteoporosis with current pathological fracture, right pelvis, subsequent encounter for fracture with nonunion	1
M80.0B1P	M800B1P	Age-related osteoporosis with current pathological fracture, right pelvis, subsequent encounter for fracture with malunion	Root	M00-M99	M80-M85	M80	M80.0	M80.0B	M80.0B1	M80.0B1P	M800B1P Age-related osteoporosis with current pathological fracture, right pelvis, subsequent encounter for fracture with malunion	1
M80.0B1S	M800B1S	Age-related osteoporosis with current pathological fracture, right pelvis, sequela	Root	M00-M99	M80-M85	M80	M80.0	M80.0B	M80.0B1	M80.0B1S	M800B1S Age-related osteoporosis with current pathological fracture, right pelvis, sequela	1
M80.0B2	M800B2	Age-related osteoporosis with current pathological fracture, left pelvis	Root	M00-M99	M80-M85	M80	M80.0	M80.0B	M80.0B2		NA	0
M80.0B2A	M800B2A	Age-related osteoporosis with current pathological fracture, left pelvis, initial encounter for fracture	Root	M00-M99	M80-M85	M80	M80.0	M80.0B	M80.0B2	M80.0B2A	M800B2A Age-related osteoporosis with current pathological fracture, left pelvis, initial encounter for fracture	1
M80.0B2D	M800B2D	Age-related osteoporosis with current pathological fracture, left pelvis, subsequent encounter for fracture with routine healing	Root	M00-M99	M80-M85	M80	M80.0	M80.0B	M80.0B2	M80.0B2D	M800B2D Age-related osteoporosis with current pathological fracture, left pelvis, subsequent encounter for fracture with routine healing	1
M80.0B2G	M800B2G	Age-related osteoporosis with current pathological fracture, left pelvis, subsequent encounter for fracture with delayed healing	Root	M00-M99	M80-M85	M80	M80.0	M80.0B	M80.0B2	M80.0B2G	M800B2G Age-related osteoporosis with current pathological fracture, left pelvis, subsequent encounter for fracture with delayed healing	1
M80.0B2K	M800B2K	Age-related osteoporosis with current pathological fracture, left pelvis, subsequent encounter for fracture with nonunion	Root	M00-M99	M80-M85	M80	M80.0	M80.0B	M80.0B2	M80.0B2K	M800B2K Age-related osteoporosis with current pathological fracture, left pelvis, subsequent encounter for fracture with nonunion	1
M80.0B2P	M800B2P	Age-related osteoporosis with current pathological fracture, left pelvis, subsequent encounter for fracture with malunion	Root	M00-M99	M80-M85	M80	M80.0	M80.0B	M80.0B2	M80.0B2P	M800B2P Age-related osteoporosis with current pathological fracture, left pelvis, subsequent encounter for fracture with malunion	1
M80.0B2S	M800B2S	Age-related osteoporosis with current pathological fracture, left pelvis, sequela	Root	M00-M99	M80-M85	M80	M80.0	M80.0B	M80.0B2	M80.0B2S	M800B2S Age-related osteoporosis with current pathological fracture, left pelvis, sequela	1
M80.0B9	M800B9	Age-related osteoporosis with current pathological fracture, unspecified pelvis	Root	M00-M99	M80-M85	M80	M80.0	M80.0B	M80.0B9		NA	0
M80.0B9A	M800B9A	Age-related osteoporosis with current pathological fracture, unspecified pelvis, initial encounter for fracture	Root	M00-M99	M80-M85	M80	M80.0	M80.0B	M80.0B9	M80.0B9A	M800B9A Age-related osteoporosis with current pathological fracture, unspecified pelvis, initial encounter for fracture	1
M80.0B9D	M800B9D	Age-related osteoporosis with current pathological fracture, unspecified pelvis, subsequent encounter for fracture with routine healing	Root	M00-M99	M80-M85	M80	M80.0	M80.0B	M80.0B9	M80.0B9D	M800B9D Age-related osteoporosis with current pathological fracture, unspecified pelvis, subsequent encounter for fracture with routine healing	1
M80.0B9G	M800B9G	Age-related osteoporosis with current pathological fracture, unspecified pelvis, subsequent encounter for fracture with delayed healing	Root	M00-M99	M80-M85	M80	M80.0	M80.0B	M80.0B9	M80.0B9G	M800B9G Age-related osteoporosis with current pathological fracture, unspecified pelvis, subsequent encounter for fracture with delayed healing	1
M80.0B9K	M800B9K	Age-related osteoporosis with current pathological fracture, unspecified pelvis, subsequent encounter for fracture with nonunion	Root	M00-M99	M80-M85	M80	M80.0	M80.0B	M80.0B9	M80.0B9K	M800B9K Age-related osteoporosis with current pathological fracture, unspecified pelvis, subsequent encounter for fracture with nonunion	1
M80.0B9P	M800B9P	Age-related osteoporosis with current pathological fracture, unspecified pelvis, subsequent encounter for fracture with malunion	Root	M00-M99	M80-M85	M80	M80.0	M80.0B	M80.0B9	M80.0B9P	M800B9P Age-related osteoporosis with current pathological fracture, unspecified pelvis, subsequent encounter for fracture with malunion	1
M80.0B9S	M800B9S	Age-related osteoporosis with current pathological fracture, unspecified pelvis, sequela	Root	M00-M99	M80-M85	M80	M80.0	M80.0B	M80.0B9	M80.0B9S	M800B9S Age-related osteoporosis with current pathological fracture, unspecified pelvis, sequela	1
M80.8	M808	Other osteoporosis with current pathological fracture	Root	M00-M99	M80-M85	M80	M80.8				NA	0
M80.80	M8080	Other osteoporosis with current pathological fracture, unspecified site	Root	M00-M99	M80-M85	M80	M80.8	M80.80			NA	0
M80.80XA	M8080XA	Other osteoporosis with current pathological fracture, unspecified site, initial encounter for fracture	Root	M00-M99	M80-M85	M80	M80.8	M80.80	M80.80	M80.80XA	M8080XA Other osteoporosis with current pathological fracture, unspecified site, initial encounter for fracture	1
M80.80XD	M8080XD	Other osteoporosis with current pathological fracture, unspecified site, subsequent encounter for fracture with routine healing	Root	M00-M99	M80-M85	M80	M80.8	M80.80	M80.80	M80.80XD	M8080XD Other osteoporosis with current pathological fracture, unspecified site, subsequent encounter for fracture with routine healing	1
M80.80XG	M8080XG	Other osteoporosis with current pathological fracture, unspecified site, subsequent encounter for fracture with delayed healing	Root	M00-M99	M80-M85	M80	M80.8	M80.80	M80.80	M80.80XG	M8080XG Other osteoporosis with current pathological fracture, unspecified site, subsequent encounter for fracture with delayed healing	1
M80.80XK	M8080XK	Other osteoporosis with current pathological fracture, unspecified site, subsequent encounter for fracture with nonunion	Root	M00-M99	M80-M85	M80	M80.8	M80.80	M80.80	M80.80XK	M8080XK Other osteoporosis with current pathological fracture, unspecified site, subsequent encounter for fracture with nonunion	1
M80.80XP	M8080XP	Other osteoporosis with current pathological fracture, unspecified site, subsequent encounter for fracture with malunion	Root	M00-M99	M80-M85	M80	M80.8	M80.80	M80.80	M80.80XP	M8080XP Other osteoporosis with current pathological fracture, unspecified site, subsequent encounter for fracture with malunion	1
M80.80XS	M8080XS	Other osteoporosis with current pathological fracture, unspecified site, sequela	Root	M00-M99	M80-M85	M80	M80.8	M80.80	M80.80	M80.80XS	M8080XS Other osteoporosis with current pathological fracture, unspecified site, sequela	1
M80.81	M8081	Other osteoporosis with pathological fracture, shoulder	Root	M00-M99	M80-M85	M80	M80.8	M80.81			NA	0
M80.811	M80811	Other osteoporosis with current pathological fracture, right shoulder	Root	M00-M99	M80-M85	M80	M80.8	M80.81	M80.811		NA	0
M80.811A	M80811A	Other osteoporosis with current pathological fracture, right shoulder, initial encounter for fracture	Root	M00-M99	M80-M85	M80	M80.8	M80.81	M80.811	M80.811A	M80811A Other osteoporosis with current pathological fracture, right shoulder, initial encounter for fracture	1
M80.811D	M80811D	Other osteoporosis with current pathological fracture, right shoulder, subsequent encounter for fracture with routine healing	Root	M00-M99	M80-M85	M80	M80.8	M80.81	M80.811	M80.811D	M80811D Other osteoporosis with current pathological fracture, right shoulder, subsequent encounter for fracture with routine healing	1
M80.811G	M80811G	Other osteoporosis with current pathological fracture, right shoulder, subsequent encounter for fracture with delayed healing	Root	M00-M99	M80-M85	M80	M80.8	M80.81	M80.811	M80.811G	M80811G Other osteoporosis with current pathological fracture, right shoulder, subsequent encounter for fracture with delayed healing	1
M80.811K	M80811K	Other osteoporosis with current pathological fracture, right shoulder, subsequent encounter for fracture with nonunion	Root	M00-M99	M80-M85	M80	M80.8	M80.81	M80.811	M80.811K	M80811K Other osteoporosis with current pathological fracture, right shoulder, subsequent encounter for fracture with nonunion	1
M80.811P	M80811P	Other osteoporosis with current pathological fracture, right shoulder, subsequent encounter for fracture with malunion	Root	M00-M99	M80-M85	M80	M80.8	M80.81	M80.811	M80.811P	M80811P Other osteoporosis with current pathological fracture, right shoulder, subsequent encounter for fracture with malunion	1
M80.811S	M80811S	Other osteoporosis with current pathological fracture, right shoulder, sequela	Root	M00-M99	M80-M85	M80	M80.8	M80.81	M80.811	M80.811S	M80811S Other osteoporosis with current pathological fracture, right shoulder, sequela	1
M80.812	M80812	Other osteoporosis with current pathological fracture, left shoulder	Root	M00-M99	M80-M85	M80	M80.8	M80.81	M80.812		NA	0
